255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;255
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
